Unique.Specimen.Identifier,Family1,Order1,Sequence,Specimen.number,Source,Sex,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Sample.Number,Measurer,Avonet.Protocol.Used,Protocol.both.pairs,Protocol.neither.pair
Grantiella picta_691807,Meliphagidae,PASSERIFORMES,6012,691807,AMNH,U,17.2,9,3.4,3.9,17.5,89.9,30.4,59.5,33.8,53.6,2,BCW,1,0,0
Heinrichia calligyna_292802,Muscicapidae,PASSERIFORMES,9188,292802,AMNH,M,20.2,9.7,3.7,4.4,24.7,91,8.7,82.3,9.6,77.5,1,CS,1,1,0
Heinrichia calligyna_292802,Muscicapidae,PASSERIFORMES,9188,292802,AMNH,M,19.7,10.1,4.6,4.7,40.6,90,14,76,15.6,81,2,BGF,1,1,0
Hemitriccus furcatus_237450,Tyrannidae,PASSERIFORMES,5557,237450,AMNH,U,11.1,7,4.3,2.8,16.9,43.5,2.7,40.8,6.2,38,1,CS,1,1,0
Hemitriccus furcatus_237450,Tyrannidae,PASSERIFORMES,5557,237450,AMNH,U,11.9,6.4,4.4,2.7,16.1,44,7,37,15.9,37,2,BGF,1,1,0
Hemitriccus furcatus_498654,Tyrannidae,PASSERIFORMES,5557,498654,AMNH,U,10.9,7.2,4,2.6,15.8,42.5,2.1,40.4,4.9,42,1,CS,1,1,0
Hemitriccus furcatus_498654,Tyrannidae,PASSERIFORMES,5557,498654,AMNH,U,12.3,7,4.1,2.5,15.6,41,4,37,9.8,46,2,BGF,1,1,0
Hemitriccus mirandae_243771,Tyrannidae,PASSERIFORMES,5554,243771,AMNH,F,13.2,7.8,3.9,2.9,17.9,50,4.6,45.4,9.2,42,1,CS,1,1,0
Hemitriccus mirandae_243771,Tyrannidae,PASSERIFORMES,5554,243771,AMNH,U,14,8.1,4.2,2.9,17.4,49,9,40,18.4,47,2,BGF,1,1,0
Hemitriccus mirandae_243772,Tyrannidae,PASSERIFORMES,5554,243772,AMNH,F,13.1,7.3,3.8,3.2,18.3,49,3.2,45.8,6.5,45.5,1,CS,1,1,0
Hemitriccus mirandae_243772,Tyrannidae,PASSERIFORMES,5554,243772,AMNH,F,13.8,7.5,4.2,3.2,18.6,48,6,42,12.5,46,2,BGF,1,1,0
Hylopezus nattereri_314615,Grallariidae,PASSERIFORMES,4871,314615,AMNH,M,18.9,10.3,3.9,4.5,39.4,79,7.1,71.9,9,38,1,CS,1,0,0
Hylopezus nattereri_314615,Grallariidae,PASSERIFORMES,4871,314615,AMNH,M,NA,11.4,4.4,4.3,38.7,79,NA,NA,NA,37.6,2,LC,0,0,0
Hylopezus nattereri_771188,Grallariidae,PASSERIFORMES,4871,771188,AMNH,M,18.3,10.9,4.4,4.9,39.6,75,9,66,12,40,1,BGF,1,1,0
Hylopezus nattereri_771188,Grallariidae,PASSERIFORMES,4871,771188,AMNH,M,19.2,11.8,4,5.1,38.1,78,6.5,71.5,8.3,40,2,CS,1,1,0
Hylopezus nattereri_771189,Grallariidae,PASSERIFORMES,4871,771189,AMNH,F,18.5,11,3.8,4.5,38.3,75,10,65,13.3,32,1,BGF,1,1,0
Hylopezus nattereri_771189,Grallariidae,PASSERIFORMES,4871,771189,AMNH,F,18.2,11.1,3.7,4.3,38,77,7.5,69.5,9.7,33,2,CS,1,1,0
Hylophilus olivaceus_176214,Vireonidae,PASSERIFORMES,6374,176214,AMNH,M,13.8,7.5,3,4,17.8,61,11,50,18,51,1,KLP,1,0,0
Hylophilus olivaceus_176214,Vireonidae,PASSERIFORMES,6374,176214,AMNH,M,14.8,NA,4.8,4.4,19,59,6,53,10.2,47,2,CR,0,0,0
Kleinothraupis calophrys_99233,Thraupidae,PASSERIFORMES,10944,99233,AMNH,U,13.6,7.4,3.7,4.4,20.4,64,7,57,10.9,65,1,CS,1,1,0
Kleinothraupis calophrys_99233,Thraupidae,PASSERIFORMES,10944,99233,AMNH,U,13.6,7.9,4.6,4.6,22.7,66,10,56,15.2,67,2,BGF,1,1,0
Kleinothraupis parodii_810464,Thraupidae,PASSERIFORMES,10945,810464,AMNH,F,14.1,7.4,3.8,4.2,20.7,70.5,7.7,62.8,10.9,65,1,CS,1,1,0
Kleinothraupis parodii_810464,Thraupidae,PASSERIFORMES,10945,810464,AMNH,F,13.7,8.3,4.2,4.6,23.8,69,9,60,13,65,2,BGF,1,1,0
Lalage conjuncta_564138,Campephagidae,PASSERIFORMES,6516,564138,AMNH,M,14.6,8.6,4.2,4.5,20,91.5,23.2,68.3,25.4,72,1,CS,1,0,0
Lalage conjuncta_564138,Campephagidae,PASSERIFORMES,6516,564138,AMNH,M,16.8,NA,4.9,4.7,22.7,90,22,68,24.4,70,2,CR,0,0,0
Laniarius nigerrimus_662410,Malaconotidae,PASSERIFORMES,6667,662410,AMNH,M,26.3,14.8,5.5,8.8,31.7,88,8.7,79.3,9.9,92,1,CS,1,0,0
Laniarius nigerrimus_662410,Malaconotidae,PASSERIFORMES,6667,662410,AMNH,M,26.2,NA,6.7,8.7,31.9,89,7,82,7.9,84,2,CR,0,0,0
Leptasthenura xenothorax_817193,Furnariidae,PASSERIFORMES,5149,817193,AMNH,F,NA,6,2.3,2.9,20.3,65.4,10.2,55.2,15.6,NA,1,SC,1,1,0
Leptasthenura xenothorax_817193,Furnariidae,PASSERIFORMES,5149,817193,AMNH,F,10.2,5.9,2.5,3.3,19.8,64.5,10.7,53.8,16.6,88,2,CS,1,1,0
Locustella montis_592177,Locustellidae,PASSERIFORMES,7620,592177,AMNH,F,14.1,7.8,2.9,3.1,21.5,54,7,47,13,72,1,CS,1,1,0
Locustella montis_592177,Locustellidae,PASSERIFORMES,7620,592177,AMNH,F,14.5,8.1,3,3.1,20.9,53,8,45,15.1,64,2,BGF,1,1,0
Manorina melanotis_694534,Meliphagidae,PASSERIFORMES,6151,694534,AMNH,M,26.2,NA,4.6,5.2,NA,120,NA,NA,NA,104,1,BM,0,0,0
Manorina melanotis_694534,Meliphagidae,PASSERIFORMES,6151,694534,AMNH,M,25.5,12.1,4,5.1,27.8,122.5,27.8,94.7,22.7,108,2,CS,1,0,0
Manorina melanotis_694536,Meliphagidae,PASSERIFORMES,6151,694536,AMNH,M,28.9,NA,5,4.8,NA,123,NA,NA,NA,104,1,BM,0,0,0
Manorina melanotis_694536,Meliphagidae,PASSERIFORMES,6151,694536,AMNH,M,26.3,14,4.3,4.8,27.4,123,26.6,96.4,21.6,107,2,CS,1,0,0
Manorina melanotis_694537,Meliphagidae,PASSERIFORMES,6151,694537,AMNH,F,25.9,NA,4.2,4.6,NA,118,NA,NA,NA,103,1,BM,0,0,0
Manorina melanotis_694537,Meliphagidae,PASSERIFORMES,6151,694537,AMNH,F,25.1,11.9,4,4.7,26.8,119,29,90,24.4,102,2,CS,1,0,0
Manorina melanotis_694539,Meliphagidae,PASSERIFORMES,6151,694539,AMNH,F,24.7,12,4,4.7,25.7,121,25.7,95.3,21.2,113,1,CS,1,0,0
Manorina melanotis_694539,Meliphagidae,PASSERIFORMES,6151,694539,AMNH,F,24.6,NA,4.2,4.7,NA,120,NA,NA,NA,110,2,MS,0,0,0
Manorina melanotis_694539,Meliphagidae,PASSERIFORMES,6151,694539,AMNH,F,24.7,NA,3.8,4.7,26.2,121,NA,NA,NA,108,3,VR,0,0,0
Mayrornis versicolor_213991,Monarchidae,PASSERIFORMES,6841,213991,AMNH,M,17,NA,4.8,4.1,20.9,69,10,59,14.5,61,1,CR,0,0,1
Mayrornis versicolor_213991,Monarchidae,PASSERIFORMES,6841,213991,AMNH,M,14.8,9.5,4,3.9,18.4,68,11.5,56.5,16.9,70,2,CS,0,0,1
Mayrornis versicolor_213995,Monarchidae,PASSERIFORMES,6841,213995,AMNH,M,17.1,NA,4.9,4,21,71,12,59,16.9,58,1,CR,0,0,1
Mayrornis versicolor_213995,Monarchidae,PASSERIFORMES,6841,213995,AMNH,M,15.3,9.7,4.1,4.1,19.1,71,11.9,59.1,16.8,63,2,CS,0,0,1
Megaxenops parnaguae_243313,Furnariidae,PASSERIFORMES,5091,243313,AMNH,M,NA,13.2,3.9,6.7,20.8,80.1,10.8,69.3,13.5,NA,1,SC,1,1,0
Megaxenops parnaguae_243313,Furnariidae,PASSERIFORMES,5091,243313,AMNH,M,17.1,13,3.8,6.8,20.1,81,10.6,70.4,13.1,73,2,CS,1,1,0
Melidectes nouhuysi_342676,Meliphagidae,PASSERIFORMES,6154,342676,AMNH,M,35.2,18.5,4.5,6.1,39,136,28.5,107.5,21,131,1,CS,1,1,0
Melidectes nouhuysi_342676,Meliphagidae,PASSERIFORMES,6154,342676,AMNH,M,32.8,18.8,4.4,6,39.1,136,31,105,22.8,122,2,BGF,1,1,0
Melipotes ater_268024,Meliphagidae,PASSERIFORMES,6106,268024,AMNH,F,26,14.1,5.2,6.9,37.4,141,24.2,116.8,17.2,137.5,1,CS,1,1,0
Melipotes ater_268024,Meliphagidae,PASSERIFORMES,6106,268024,AMNH,F,23.5,13.8,5.9,7.3,39.1,140,31,109,22.1,147,2,BGF,1,1,0
Metabolus takatsukasae_332272,Monarchidae,PASSERIFORMES,6855,332272,AMNH,M,17.7,10.6,5,3.7,22.4,64,12.6,51.4,19.7,70,1,CS,1,0,0
Metabolus takatsukasae_332272,Monarchidae,PASSERIFORMES,6855,332272,AMNH,M,17.4,NA,5.5,4,24.6,69,12,57,17.4,65,2,CR,0,0,0
Microeca fascinans_822936,Petroicidae,PASSERIFORMES,7148,822936,AMNH,M,12.7,NA,4.2,2.7,NA,85,NA,NA,NA,56,1,BM,0,0,1
Microeca fascinans_822936,Petroicidae,PASSERIFORMES,7148,822936,AMNH,M,12.9,NA,3.9,3,15.3,86,NA,NA,NA,56,2,VR,0,0,1
Microptilotis fordianus_811019,Meliphagidae,PASSERIFORMES,6122,811019,AMNH,F,20.2,NA,3.1,4.1,20,79.5,NA,NA,NA,69,1,VR,0,0,0
Microptilotis fordianus_811019,Meliphagidae,PASSERIFORMES,6122,811019,AMNH,F,22,11.5,3.4,4.3,19.5,79,12,67,15.2,70,2,CS,1,0,0
Microptilotis fordianus_811020,Meliphagidae,PASSERIFORMES,6122,811020,AMNH,F,21.3,NA,3.2,3.8,21,81,NA,NA,NA,71,1,VR,0,0,0
Microptilotis fordianus_811020,Meliphagidae,PASSERIFORMES,6122,811020,AMNH,F,21.2,10.7,3.3,3.9,20.4,81,14.2,66.8,17.5,70,2,CS,1,0,0
Microptilotis fordianus_811021,Meliphagidae,PASSERIFORMES,6122,811021,AMNH,M,22.6,NA,3.5,4,21.5,82.5,NA,NA,NA,74.5,1,VR,0,0,0
Microptilotis fordianus_811021,Meliphagidae,PASSERIFORMES,6122,811021,AMNH,M,23.1,11.2,3.4,4.1,21,83,13.2,69.8,15.9,76,2,CS,1,0,0
Microptilotis fordianus_811022,Meliphagidae,PASSERIFORMES,6122,811022,AMNH,M,24.6,NA,3.1,4.4,23.1,90,NA,NA,NA,79,1,VR,0,0,0
Microptilotis fordianus_811022,Meliphagidae,PASSERIFORMES,6122,811022,AMNH,M,24.8,13.2,3.2,4.4,21.1,90,14.1,75.9,15.7,80,2,CS,1,0,0
Monarcha frater_791157,Monarchidae,PASSERIFORMES,6853,791157,AMNH,F,19.7,NA,5.6,6,18.2,80,NA,NA,NA,67,1,VR,0,0,0
Monarcha frater_791157,Monarchidae,PASSERIFORMES,6853,791157,AMNH,F,17.3,14.2,6.2,5.8,19.3,81,14,67,17.3,67,2,BGF,1,0,0
Myiagra nana_653745,Monarchidae,PASSERIFORMES,6794,653745,AMNH,M,20.2,NA,6,4.7,18.3,88,NA,NA,NA,80,1,VR,0,0,1
Myiagra nana_653745,Monarchidae,PASSERIFORMES,6794,653745,AMNH,M,21,NA,6.7,4.9,19.8,87,15,72,17.2,77,2,CR,0,0,1
Myiopagis olallai_819936,Tyrannidae,PASSERIFORMES,5639,819936,AMNH,M,10.1,6.7,3.5,3.1,17.3,59,10.3,48.7,17.5,51,1,CS,1,1,0
Myiopagis olallai_819936,Tyrannidae,PASSERIFORMES,5639,819936,AMNH,M,10.5,6.9,3.8,3.2,17.2,58,10,48,17.2,49,2,BGF,1,1,0
Myiotheretes pernix_72659,Tyrannidae,PASSERIFORMES,5859,72659,AMNH,U,25.1,15.2,7.1,5.6,23.9,101,20.8,80.2,20.6,89,1,CS,1,1,0
Myiotheretes pernix_72659,Tyrannidae,PASSERIFORMES,5859,72659,AMNH,F,22.4,15.1,7.5,5.7,24.6,103,25,78,24.3,84,2,BGF,1,1,0
Myiothlypis basilica_648640,Parulidae,PASSERIFORMES,10637,648640,AMNH,M,13.4,8.4,3.7,4,22.5,66,11,55,16.7,70,1,BGF,1,1,0
Myiothlypis basilica_648640,Parulidae,PASSERIFORMES,10637,648640,AMNH,M,14.4,8.7,3.7,3.9,22.2,66.5,6.4,60.1,9.6,68,2,CS,1,1,0
Myrmelastes saturatus_236689,Thamnophilidae,PASSERIFORMES,4775,236689,AMNH,F,18.3,11,3.9,4.7,25,65,3.7,61.3,5.7,68,1,CS,1,1,0
Myrmelastes saturatus_236689,Thamnophilidae,PASSERIFORMES,4775,236689,AMNH,F,19.7,11.1,4.4,4.8,25.3,64,5,59,7.8,70,2,BGF,1,1,0
Newtonia fanovanae_413023,Vangidae,PASSERIFORMES,6556,413023,AMNH,F,14.1,7.5,3.1,4,17,56.5,6,50.5,10.6,41,1,CS,1,0,0
Newtonia fanovanae_413023,Vangidae,PASSERIFORMES,6556,413023,AMNH,F,16,NA,4,3.8,19.4,57,5,52,8.8,41,2,CR,0,0,0
Ninox hantu_630681,Strigidae,STRIGIFORMES,2750,630681,AMNH,F,27,NA,NA,NA,NA,190,NA,NA,NA,116,1,NJC,0,0,0
Ninox hantu_630681,Strigidae,STRIGIFORMES,2750,630681,AMNH,F,26.6,14.8,8.9,12.9,28.7,181.6,56,125.5,30.9,109.2,2,BCW,1,0,0
Ninox hantu_630682,Strigidae,STRIGIFORMES,2750,630682,AMNH,M,26,NA,NA,NA,NA,184,NA,NA,NA,116,1,NJC,0,0,0
Ninox hantu_630682,Strigidae,STRIGIFORMES,2750,630682,AMNH,M,26.8,13.4,8.6,12.3,30,182.4,56.7,125.7,31.1,106,2,BCW,1,0,0
Ninox hantu_630685,Strigidae,STRIGIFORMES,2750,630685,AMNH,M,24,NA,NA,NA,NA,194,NA,NA,NA,128,1,NJC,0,0,0
Ninox hantu_630685,Strigidae,STRIGIFORMES,2750,630685,AMNH,M,26.4,13.2,7.8,11.8,27.6,193.9,60.9,133,31.4,115.1,2,BCW,1,0,0
Ninox hantu_630687,Strigidae,STRIGIFORMES,2750,630687,AMNH,F,26,NA,NA,NA,NA,200,NA,NA,NA,NA,1,NJC,0,0,0
Ninox hantu_630687,Strigidae,STRIGIFORMES,2750,630687,AMNH,F,26.6,14.3,8.5,12.8,30.3,194.4,NA,NA,NA,NA,2,BCW,1,0,0
Ninox mindorensis_630666,Strigidae,STRIGIFORMES,2744,630666,AMNH,F,21,NA,NA,NA,NA,154,NA,NA,NA,86,1,NJC,0,0,0
Ninox mindorensis_630666,Strigidae,STRIGIFORMES,2744,630666,AMNH,F,20.8,10.9,5.4,10.1,26.4,152.8,38.5,114.3,25.2,77.1,2,BCW,1,0,0
Ninox mindorensis_630667,Strigidae,STRIGIFORMES,2744,630667,AMNH,M,21,NA,NA,NA,NA,168,NA,NA,NA,86,1,NJC,0,0,0
Ninox mindorensis_630667,Strigidae,STRIGIFORMES,2744,630667,AMNH,M,20.5,11.2,5.9,10,27.8,168.2,54.9,113.3,32.7,80.3,2,BCW,1,0,0
Ninox mindorensis_786739,Strigidae,STRIGIFORMES,2744,786739,AMNH,F,21,NA,NA,NA,NA,153,NA,NA,NA,81,1,NJC,0,0,0
Ninox mindorensis_786739,Strigidae,STRIGIFORMES,2744,786739,AMNH,F,20.5,11.7,6.8,10.3,26.4,154.6,40.5,114.1,26.2,75.3,2,BCW,1,0,0
Ninox mindorensis_786740,Strigidae,STRIGIFORMES,2744,786740,AMNH,M,21,NA,NA,NA,NA,165,NA,NA,NA,83,1,NJC,0,0,0
Ninox mindorensis_786740,Strigidae,STRIGIFORMES,2744,786740,AMNH,M,21.3,11.9,8.3,10,27.9,166,54.9,111.1,33.1,79.4,2,BCW,1,0,0
Origma solitaria_598444,Acanthizidae,PASSERIFORMES,6197,598444,AMNH,F,16.7,NA,2.7,2.9,NA,65,NA,NA,NA,53,1,BM,0,0,1
Origma solitaria_598444,Acanthizidae,PASSERIFORMES,6197,598444,AMNH,F,16.7,NA,2.8,2.8,23.1,65.5,NA,NA,NA,54,2,VR,0,0,1
Oxypogon cyanolaemus_483903,Trochilidae,CAPRIMULGIFORMES,1327,483903,AMNH,M,13.8,NA,NA,NA,NA,69.8,NA,NA,NA,54.4,1,NJC,0,0,0
Oxypogon cyanolaemus_483903,Trochilidae,CAPRIMULGIFORMES,1327,483903,AMNH,M,14.9,9.3,1.9,1.4,5.5,66.8,43.2,23.6,64.6,50.2,2,BCW,1,0,0
Oxypogon cyanolaemus_483904,Trochilidae,CAPRIMULGIFORMES,1327,483904,AMNH,M,14.3,NA,NA,NA,NA,71.3,NA,NA,NA,53.6,1,NJC,0,0,0
Oxypogon cyanolaemus_483904,Trochilidae,CAPRIMULGIFORMES,1327,483904,AMNH,M,15.5,9.2,1.6,1.4,6.1,70.6,43.7,26.9,61.9,53.5,2,BCW,1,0,0
Oxypogon lindenii_483864,Trochilidae,CAPRIMULGIFORMES,1328,483864,AMNH,M,13.5,NA,NA,NA,NA,71.5,NA,NA,NA,56.8,1,NJC,0,0,0
Oxypogon lindenii_483864,Trochilidae,CAPRIMULGIFORMES,1328,483864,AMNH,M,13.4,9.7,1.7,1.9,5.5,70.5,43.7,26.8,62,54.8,2,BCW,1,0,0
Oxypogon stuebelii_111712,Trochilidae,CAPRIMULGIFORMES,1330,111712,AMNH,M,14.7,NA,NA,NA,NA,58.8,NA,NA,NA,57.1,1,NJC,0,0,0
Oxypogon stuebelii_111712,Trochilidae,CAPRIMULGIFORMES,1330,111712,AMNH,M,14.2,10,1.5,1.7,6.2,55.4,27.3,28.1,49.3,53.1,2,BCW,1,0,0
Pachycephala griseonota_658810,Pachycephalidae,PASSERIFORMES,6336,658810,AMNH,M,15.4,8.4,4.2,5,18.2,79,15.4,63.6,19.5,74,1,CS,1,0,0
Pachycephala griseonota_658810,Pachycephalidae,PASSERIFORMES,6336,658810,AMNH,M,16.2,NA,5,5.3,20.2,78,15,63,19.2,56,2,CR,0,0,0
Pachycephala lorentzi_341567,Pachycephalidae,PASSERIFORMES,6319,341567,AMNH,M,14.1,7.3,3.8,4.7,23.9,92,17.5,74.5,19,74,1,CS,1,0,0
Pachycephala lorentzi_341567,Pachycephalidae,PASSERIFORMES,6319,341567,AMNH,M,15.3,NA,4,4.8,26,92,17,75,18.5,68,2,CR,0,0,0
Pachycephala meyeri_294217,Pachycephalidae,PASSERIFORMES,6318,294217,AMNH,F,13.1,8.5,3.9,4.7,19.7,78,15,63,19.2,58,1,CS,1,1,0
Pachycephala meyeri_294217,Pachycephalidae,PASSERIFORMES,6318,294217,AMNH,F,13,8.5,4,4.8,20.3,78,15,63,19.2,59,2,BGF,1,1,0
Pachycephala meyeri_658372,Pachycephalidae,PASSERIFORMES,6318,658372,AMNH,M,15.3,NA,4.6,5.5,20.3,79,15,64,19,56,1,CR,0,0,0
Pachycephala meyeri_658372,Pachycephalidae,PASSERIFORMES,6318,658372,AMNH,M,13.8,8.5,3.3,5,18.5,77.5,15.4,62.1,19.9,59,2,CS,1,0,0
Pachycephala meyeri_658372,Pachycephalidae,PASSERIFORMES,6318,658372,AMNH,M,13.7,9.1,4.3,5.3,19.6,78,15,63,19.2,63,3,BGF,1,0,0
Pachycephala olivacea_659406,Pachycephalidae,PASSERIFORMES,6309,659406,AMNH,M,19.5,NA,4.8,6.4,NA,102,NA,NA,NA,96,1,BM,0,0,1
Pachycephala olivacea_659406,Pachycephalidae,PASSERIFORMES,6309,659406,AMNH,M,19.8,NA,5.6,6.5,32.6,103,19,84,18.4,92,2,CR,0,0,1
Pachycephala olivacea_659409,Pachycephalidae,PASSERIFORMES,6309,659409,AMNH,M,17,NA,4.6,6,NA,97,NA,NA,NA,89,1,BM,0,0,1
Pachycephala olivacea_659409,Pachycephalidae,PASSERIFORMES,6309,659409,AMNH,M,17.7,NA,5.6,6.2,32,98,18,80,18.4,89,2,CR,0,0,1
Pachycephala olivacea_659422,Pachycephalidae,PASSERIFORMES,6309,659422,AMNH,M,19.1,NA,5.8,6.7,31.7,99,18,81,18.2,NA,1,CR,0,0,1
Pachycephala olivacea_659422,Pachycephalidae,PASSERIFORMES,6309,659422,AMNH,M,18.6,NA,4.8,6.4,NA,97,NA,NA,NA,91,2,BM,0,0,1
Pachycephala rufogularis_659346,Pachycephalidae,PASSERIFORMES,6310,659346,AMNH,M,17.9,NA,4.2,5.6,26.1,112,NA,NA,NA,84,1,VR,0,0,1
Pachycephala rufogularis_659346,Pachycephalidae,PASSERIFORMES,6310,659346,AMNH,M,18.4,NA,5.3,5.7,28.1,112,27,85,24.1,82,2,CR,0,0,1
Pachycephala rufogularis_659347,Pachycephalidae,PASSERIFORMES,6310,659347,AMNH,M,19.7,NA,5.5,5.8,27,112,27,85,24.1,81,1,CR,0,0,1
Pachycephala rufogularis_659347,Pachycephalidae,PASSERIFORMES,6310,659347,AMNH,M,19.2,NA,4.5,5.4,NA,111,NA,NA,NA,90,2,BM,0,0,1
Pachycephala rufogularis_659347,Pachycephalidae,PASSERIFORMES,6310,659347,AMNH,M,17.5,NA,4.5,5.5,25.6,111.5,NA,NA,NA,83,3,VR,0,0,1
Pachycephala rufogularis_659348,Pachycephalidae,PASSERIFORMES,6310,659348,AMNH,M,19.4,NA,4.5,5.4,NA,112,NA,NA,NA,87,1,BM,0,0,1
Pachycephala rufogularis_659348,Pachycephalidae,PASSERIFORMES,6310,659348,AMNH,M,19.4,NA,5.5,5.5,26.4,112,27,85,24.1,82,2,CR,0,0,1
Pachycephala vitiensis_252937,Pachycephalidae,PASSERIFORMES,6345,252937,AMNH,M,17.7,10.4,4.8,5.9,25,88.5,17.4,71.1,19.7,66,1,CS,1,0,0
Pachycephala vitiensis_252937,Pachycephalidae,PASSERIFORMES,6345,252937,AMNH,M,19.2,NA,5.8,5.8,27,88,18,70,20.5,60,2,CR,0,0,0
Peneoenanthe pulverulenta_659762,Petroicidae,PASSERIFORMES,7172,659762,AMNH,F,17,NA,NA,NA,NA,78,NA,NA,NA,63,1,BM,0,0,1
Peneoenanthe pulverulenta_659762,Petroicidae,PASSERIFORMES,7172,659762,AMNH,F,16.8,NA,4.4,4,21.2,79,NA,NA,NA,58.5,2,VR,0,0,1
Peneoenanthe pulverulenta_822979,Petroicidae,PASSERIFORMES,7172,822979,AMNH,F,16.9,NA,4.1,4.4,NA,79,NA,NA,NA,61,1,BM,0,0,1
Peneoenanthe pulverulenta_822979,Petroicidae,PASSERIFORMES,7172,822979,AMNH,F,16.7,NA,3.8,4.5,21.4,79.5,NA,NA,NA,60,2,VR,0,0,1
Petroica rosea_607554,Petroicidae,PASSERIFORMES,7127,607554,AMNH,F,11.6,NA,3.1,2.8,NA,62,NA,NA,NA,55,1,BM,0,0,1
Petroica rosea_607554,Petroicidae,PASSERIFORMES,7127,607554,AMNH,F,11.6,NA,2.7,2.7,16.3,63,NA,NA,NA,55.5,2,VR,0,0,1
Phacellodomus ferrugineigula_314727,Furnariidae,PASSERIFORMES,5169,314727,AMNH,M,19.1,10.9,3.5,5.3,22,65,6.9,58.1,10.6,91.5,1,CS,1,1,0
Phacellodomus ferrugineigula_314727,Furnariidae,PASSERIFORMES,5169,314727,AMNH,M,NA,11.1,4.1,5.3,22,61.5,3.4,58.1,5.5,NA,2,SC,1,1,0
Phacellodomus ferrugineigula_321866,Furnariidae,PASSERIFORMES,5169,321866,AMNH,M,19.3,10.8,3.9,5.8,21,60,6.9,53.1,11.5,88,1,CS,1,1,0
Phacellodomus ferrugineigula_321866,Furnariidae,PASSERIFORMES,5169,321866,AMNH,M,NA,10.9,3.6,5.7,20.9,59.5,4.6,54.9,7.7,NA,2,SC,1,1,0
Phaethornis baroni_170985,Trochilidae,CAPRIMULGIFORMES,1243,170985,AMNH,M,45,NA,NA,NA,NA,59,NA,NA,NA,68,1,NJC,0,0,0
Phaethornis baroni_170985,Trochilidae,CAPRIMULGIFORMES,1243,170985,AMNH,M,44.1,39,3.2,3.6,4.7,57.9,35.5,22.4,61.4,66.9,2,BCW,1,0,0
Phaethornis baroni_170986,Trochilidae,CAPRIMULGIFORMES,1243,170986,AMNH,F,46,NA,NA,NA,NA,59,NA,NA,NA,69,1,NJC,0,0,0
Phaethornis baroni_170986,Trochilidae,CAPRIMULGIFORMES,1243,170986,AMNH,F,44.6,38.9,2.1,3.7,3.7,59.6,37.9,21.7,63.6,69,2,BCW,1,0,0
Phaethornis baroni_170987,Trochilidae,CAPRIMULGIFORMES,1243,170987,AMNH,M,47,NA,NA,NA,NA,61,NA,NA,NA,69,1,NJC,0,0,0
Phaethornis baroni_170987,Trochilidae,CAPRIMULGIFORMES,1243,170987,AMNH,M,45.8,38.8,2.8,3.8,4.4,61.4,37.3,24.2,60.6,68.5,2,BCW,1,0,0
Phaethornis baroni_173188,Trochilidae,CAPRIMULGIFORMES,1243,173188,AMNH,F,43,NA,NA,NA,NA,56,NA,NA,NA,70,1,NJC,0,0,0
Phaethornis baroni_173188,Trochilidae,CAPRIMULGIFORMES,1243,173188,AMNH,F,42.6,36,2.3,3.4,3.6,58.2,37.9,20.2,65.2,70.6,2,BCW,1,0,0
Phaethornis porcullae_175125,Trochilidae,CAPRIMULGIFORMES,1225,175125,AMNH,M,27.7,NA,NA,NA,NA,41,NA,NA,NA,37,1,NJC,0,0,0
Phaethornis porcullae_175125,Trochilidae,CAPRIMULGIFORMES,1225,175125,AMNH,M,27.4,23.3,1.9,2.3,3.3,42.4,28.9,13.5,68.2,41.1,2,BCW,1,0,0
Phaethornis porcullae_175126,Trochilidae,CAPRIMULGIFORMES,1225,175126,AMNH,F,27.7,NA,NA,NA,NA,42,NA,NA,NA,46,1,NJC,0,0,0
Phaethornis porcullae_175126,Trochilidae,CAPRIMULGIFORMES,1225,175126,AMNH,F,27.9,22.2,2,2.9,NA,42.4,27.2,15.3,64.1,44.5,2,BCW,1,0,0
Phaethornis porcullae_175127,Trochilidae,CAPRIMULGIFORMES,1225,175127,AMNH,M,29.5,NA,NA,NA,NA,39,NA,NA,NA,42,1,NJC,0,0,0
Phaethornis porcullae_175127,Trochilidae,CAPRIMULGIFORMES,1225,175127,AMNH,M,29.3,23.8,1.6,2.4,NA,39.7,26.5,13.2,66.8,42.6,2,BCW,1,0,0
Phapitreron maculipectus_548812,Columbidae,COLUMBIFORMES,802,548812,AMNH,M,30,NA,NA,NA,NA,149,NA,NA,NA,111,1,NJC,0,0,0
Phapitreron maculipectus_548812,Columbidae,COLUMBIFORMES,802,548812,AMNH,M,28.6,15.9,5.7,6.8,22.1,150.1,52,98,34.7,99.2,2,BCW,1,0,0
Phapitreron maculipectus_548813,Columbidae,COLUMBIFORMES,802,548813,AMNH,F,29,NA,NA,NA,NA,143,NA,NA,NA,117,1,NJC,0,0,0
Phapitreron maculipectus_548813,Columbidae,COLUMBIFORMES,802,548813,AMNH,F,28.3,16,5.1,6.4,21.2,146.6,52.9,93.7,36.1,100,2,BCW,1,0,0
Phapitreron maculipectus_781921,Columbidae,COLUMBIFORMES,802,781921,AMNH,U,27,NA,NA,NA,NA,146,NA,NA,NA,106,1,NJC,0,0,0
